firm,ndc_firm_id
Research Cancer Institute of America,52654
FOUNDATION FOR BIOMEDICAL RESEARCH AND INNOVATION AT KOBE,85739
University of Massachusetts,60215
"ONO PHARMACEUTICAL CO., LTD.",62211
Allergan Pharmaceuticals International Limited,00023
Korea Food Research Institute,73391
Murray Goulburn Co-Operative Co. Ltd.,55873
THE TEXAS A&M UNIVERSITY SYSTEM,85811
Professional Compounding Centers of America,10819
Cook Medical Technologies LLC,62046
"410 Medical, Inc.",62137
"New Medical Technology, Inc.",62137
DS Biopharma Limited,61476
The Florida International University Board of Trustees,73060
The Trustees of Columbia University,40098
"BOSTON BIOMEDICAL, INC.",72628
Shanghai JiaoTong University,73557
The University of Tokyo,60215
"DAIICHI SANKYO COMPANY, LIMITED",65597
BIOGEN MA INC.,59627
"The Brigham and Women's Hospital, Inc.",24450
"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES, OFFICE OF TECHNOLOGY TRANSFER, NATIONAL INSTITUTES OF HEALTH",58733
3ST RESEARCH LLC,52654
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,76318
National University Corporation Tokyo Medical and Dental University,82076
BIOPHARMA WORKS,61476
The UAB Research Foundation,52654
AQUA BIO TECHNOLOGY ASA,81943
ABBVIE STEMCENTRX LLC,00032
Wisconsin Alumni Research Foundation,68093
"Hangzhou Adamerck Pharmlabs, Inc.",72823
BioMedical Research Group Inc.,24562
"Pain Therapeutics, Inc.",60564
Genesis Technologies Limited,52481
"Shiseido Company, Limited",58411
"Mitsubishi Shindoh Co., Ltd.",70510
"NIPPON SODA CO., LTD.",24509
"True Concepts Medical Technologies, LLC",85520
"Onyx Therapeutics, Inc.",76075
"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANIZATION (ARO) (VOLCANI CENTER)",62481
The Procter & Gamble Company,58933
University of Tennessee Research Foundation,60215
"Fujian Mindong Rejuvenation Pharmaceutical Co., Ltd",75543
Thomas Jefferson University,85118
"Shanghai Fochon Pharmaceutical Co., Ltd.",73557
UNIVERSITY OF IOWA RESEARCH FOUNDATION,60215
"TAISHO PHARMACEUTICAL CO., LTD.",81929
National University Corporation Hokkaido University,82076
University Health Network,60215
"MEDI BIO LAB. CO., LTD.",66345
"KBS RESEARCH, LLC",52654
HEALTH-EVER BIOTECH CO. LTD,84992
UNIVERSITY OF LIMERICK,60215
"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND",60215
"AMERICAN LIFE SCIENCE PHARMACEUTICALS, INC.",58701
Massachusetts Eye and Ear Infirmary,76318
DBV Technologies,80324
Boston Pharmaceuticals Inc.,72628
WARNER-LAMBERT COMPANY LLC,69428
"BSN MEDICAL, INC.",62137
Ferring B.V.,55566
BAYER PHARMA AKTIENGESELLSCHAFT,00026
"INSTITUTE OF PHARMACOLOGY AND TOXICOLOGY, ACADEMY OF MILITARY MEDICAL SCIENCES",55330
Southern Research Institute,61567
Roche Palo Alto LLC,00140
C&C RESEARCH LABORATORIES,52654
BEIJING PEARL BIOTECHNOLOGY LIMITED LIABILITY COMPANY,71073
"Sage Therapeutics, Inc.",83119
"KOREA PRIME PHARM CO., LTD.",73391
Memorial Sloan Kettering Cancer Center,42007
"KYOWA HAKKO KIRIN CO., LTD.",42747
"PRECISION BIOLOGICS, INC.",68094
"INTEGRATED BIOTHERAPEUTICS, INC.",73141
LIFE TECHNOLOGIES CORPORATION,84890
American Gene Technologies International Inc.,58701
"CSPC ZHONGQI PHARMACEUTICAL TECHNOLOGY (SHIJIAZHUANG) CO., LTD.",24075
"Zhejiang Medicine Co., Ltd. Xinchang Pharmaceutical Factory",70412
"THE NIPPON SYNTHETIC CHEMICAL INDUSTRY CO., LTD.",24509
"SPECIALTY NUTRITION CONSULTING, INC.",84228
Temple University—Of The Commonwealth System of Higher Education,71018
"XPD Holdings, LLC",58048
DUCHESNAY INC.,55494
"Signature Therapeutics, Inc.",85896
PIERRE FABRE MÉDICAMENT,64370
ASTRAZENECA UK LIMITED,00186
"ICON BIOSCIENCE, INC.",69233
Regents of the University of Minnesota,76326
University of Leeds,60215
Ascendis Pharma A/S,73362
"Kimberly-Clark Worldwide, Inc.",55118
"SHANDONG DANHONG PHARMACEUTICAL CO., LTD.",82061
University of Bath,60215
"Eisai R&D Management Co., Ltd.",62856
Arizona Board of Regents on behalf of the University of Arizona,61973
OPKO BIOLOGICS LTD.,70301
Shenzhen University,84449
"SHENZHEN KANGJUZHENG PHARMACEUTICAL TECHNOLOGY CO., LTD.",84449
IPSEN BIOINNOVATION LIMITED,15054
IPSEN BIOPHARM LIMITED,15054
BRYSON PATENTS INC.,71853
"Avon Products, Inc.",71110
"SYNERGY PHARMACEUTICALS, INC.",83279
"lo Therapeutics, Inc.",79952
"INNOVATIVE MED CONCEPTS, LLC.",57362
SHANGHAI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,73557
GlaxoSmithKline Intellectual Property (No.2) Limited,00173
Unichem Laboratories Ltd,53747
"KOWA COMPANY, LTD.",66869
Celgene International II Sàrl,59572
"M.G. THERAPEUTICS, LTD.",79952
National University Corporation Nagoya University,82076
"CLIO, INC.",84532
NATIONAL UNIVERSITY CORPORATION KUMAMOTO UNIVERSITY,82076
Henry Ford Health System,00404
REGENERATIVE RESEARCH FOUNDATION,82305
THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF VETERANS AFFAIRS,58733
The University of Chicago,60215
"Exeltis USA Dermatology, Inc.",00642
ViiV Healthcare UK (No.4) Limited,49702
"Amicus Therapeutics, Inc.",71904
"INSTITUTE OF MICROBIOLOGY AND EPIDEMIOLOGY, ACADEMY OF MILITARY MEDICAL SCIENCES, PR CHINA",55330
Bayer CropScience LP,00026
Saint Louis University,72784
Texas Heart Institute,85811
"Wyeth, LLC",00008
China Medical University,76305
"ZHEJIANG HISUN PHARMACEUTICAL CO., LTD.",70412
SHANGHAI INSTITUTE OF PHARMACEUTICAL INDUSTRY,73557
SHANDONG UNIVERSITY,82061
Bayer Intellectual Property GmbH,00026
"J. Craig Venture Institute, Inc.",13859
The University Court of the University of Edinburgh,60215
KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY,73391
JAPAN SCIENCE AND TECHNOLOGY AGENCY,87130
Bayer Aktiengesellschaft,00026
UNIVERSITY OF VIRGINIA PATENT FOUNDATION,60215
NATIONAL UNIVERSITY OF SINGAPORE,82076
Fred Hutchinson Cancer Research Center,55315
KING SAUD UNIVERSITY,57955
CHINA MEDICAL UNIVERSITY HOSPITAL,76305
OXFORD UNIVERSITY INNOVATION LIMITED,69584
Triple Hair Inc.,71875
CHONGQING UNIVERSITY,85751
MALLINCKRODT LLC,63004
LIFE STAR INTERNATIONAL LIMITED,84890
GW Research Limited,52654
TIANJIN CHASE SUN PHARMACEUTICAL CO. LTD,33217
"The First Affiliated Hospital, Third Military Medical University, PLA",53117
UNITED ARAB EMIRATES UNIVERSITY,58733
The United States of America as Represented by the Secretary of the Department of Health and Human Services,58733
University of South Alabama,60215
GALDERMA HOLDING SA,00299
Gilead Pharmasset LLC,55135
CANADIAN BLOOD SERVICES,54291
L'OREAL,49967
International Stem Cell Corporation,50633
University of Houston System,60215
Xellia Pharmaceuticals ApS,70594
THE CALIFORNIA INSTITUTE FOR BIOMEDICAL RESEARCH,68403
London School of Hygiene and Tropical Medicine,80860
Virginia Commonwealth University,60563
"The United States of America, as Represented by the Secretary of Agriculture",58733
Hawaii Biotech Inc.,11401
Sanford-Burnham Medical Research Institute,57993
NATIONAL CANCER CENTER,82076
Korea Institute of Science and Technology,73391
"National Institutes of Health, U.S. Dept. of Health and Human Services, NIH Division of Extramural Inventions and Technology Resources",82076
"Henry M. Jackson Foundation for the Advancement of Military Medicine, Inc.",00404
The United States of America as represented by the Secretary of the Army,58733
“NEXTGEN” COMPANY LIMITED,79672
"Silver Creek Pharmaceuticals, Inc.",68703
Roche Glycart AG,00140
Institute for Research in Biomedicine,55330
AbbVie Deutschland Gmbh & Co. KG,00032
"Precision BioSciences, Inc.",68094
"Medical Diagnostic Laboratories, LLC",62137
Albert-Ludwigs-Universitaet Freiburg,83002
"Critical Care Diagnostics, Inc.",44567
UNIVERSITY OF SOUTH CAROLINA,60215
"MEDRX CO., LTD.",83708
"MIDWAY PHARMACEUTICALS, INC",76095
Forest Herbs Research Limited,81609
"INSTITUTE OF BIOMEDICAL ENGINEERING, CHINESE ACADEMY OF MEDICAL SCIENCES",55330
"SOM INNOVATION BIOTECH, S.A.",72104
KAO CORPORATION,10596
"Horizon Therapeutics, LLC",75987
"Johnson & Johnson Vision Care, Inc.",84539
University of Miami,60215
"SHANGHAI KE PHARMACEUTICAL CO., LTD",73557
4D Pharma Research Limited,52654
"The United States of America, as represented by National Institutes of Health (NIH), U.S. Dept of Health and Human Services (DHHS), NIH Division of Extramural Inventions and Technology Resource (DEITR)",58733
BIOM'UP,82311
"The Regents of the University of Colorado, a body corporate",76326
"University of Maryland, Baltimore",60215
"Beijing Sanroad Biological Products Co., Ltd.",71073
"AVADIM TECHNOLOGIES, INC.",61594
CJ Healthcare Corporation,71093
AbbVie S.á.r.l.,00032
Gilead Calistoga LLC,55135
National Health Research Institutes,82076
"BEIJING FORELAND PHARMA CO., LTD.",71073
"IRONWOOD PHARMACEUTICALS, INC.",52311
Amgen Research (Munich) GmbH,55513
CSL LIMITED,69662
"Tolmar Therapeutics, Inc.",62935
Novo Nordisk Health Care AG,00169
"NATIONWIDE CHILDREN'S HOSPITAL, INC.",69375
BIOGEN CHESAPEAKE LLC,59627
PIERRE FABRE DERMO-COSMETIQUE,64370
"KYOWA HAKKO BIO CO., LTD.",42747
ORX PHARMACEUTICAL CORPORATION,62211
IMPERIAL INNOVATIONS LIMITED,83837
Xiamen University,83698
ENDO PHARMACEUTICALS INC.,00254
"SYK TECHNOLOGIES, LLC",80324
"School Corporation, Azabu Veterinary Medicine Educational Institution",76123
IP SCIENCE LIMITED,84804
Meridian Research and Development Inc.,50402
KOREA ATOMIC ENERGY RESEARCH INSTITUTE,73391
University of Vermont and State Agricultural College,60215
University of Southampton,60215
Icon Genetics GmbH,69233
ALTERNATIVE INNOVATIVE TECHNOLOGIES LLC,53163
The United States of America as Represented by the Secretary of Health (NIH),58733
Compass Therapeutics LLC,71233
UNIVERSITY OF MEMPHIS RESEARCH FOUNDATION,60215
NATIONAL UNIVERSITY CORPORATION KOBE UNIVERSITY,82076
"3-V Biosciences, Inc.",83100
AB SCIENCE,84804
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,73391
"MITSUBISHI GAS CHEMICAL COMPANY, INC.",70510
"GILEAD CONNECTICUT, INC.",55135
Washington University,68428
"The United States of America as Represented by the Secretary of Health and Human Services, National Institutes of Health",58733
"Shenzhen Cell Inspire Biotechnology Co., Ltd.",84449
UNIVERSITY OF EXETER,60215
"Dental Research, Inc.",61578
"LABORATORIOS FARMACEUTICOS ROVI, S.A.",72483
"Chengdu Baiyu Pharmaceutical Co., Ltd.",82432
Galderma Laboratories Inc.,00299
"SHANGHAI INSTITUTE OF MATERIA MEDICA, CHINESE ACADEMY OF SCIENCES",73557
"BEIJING GUIQIANJIN MEDICAL SCIENCE AND TECHNOLOGY CO., LTD.",71073
"TLC BIOPHARMACEUTICALS, INC.",82950
Alpha Tau Medical Ltd,69335
"KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION, SEJONG CAMPUS",73391
AGRICULTURAL TECHNOLOGY RESEARCH INSTITUTE,83933
LA JOLLA INSTITUTE FOR ALLERGY AND IMMUNOLOGY,68547
NATIONAL TSING HUA UNIVERSITY,82076
Laboratoire Francais du Fractionnement et des Biotechnologies,63388
SANOFI BIOTECHNOLOGY,00024
"GENUS ONCOLOGY, LLC",64950
Honeywell International Inc.,00498
Atlantic Pharmaceuticals (Holdings) LTD,17856
Dow Global Technologies LLC,59448
LABORATOIRE IN'OYA,63388
PURDUE PHARMACEUTICALS L.P.,59011
"The P.F. Laboratories, Inc.",70188
NATIONAL TAIWAN NORMAL UNIVERSITY,82076
UNIVERSITY-INDUSTRY COOPERATION GROUP OF KYUNG HEE UNIVERSITY,60215
"GUANGZHOU KANGRUI BIOLOGICAL PHARMACEUTICAL TECHNOLOGY CO, LTD.",84148
THOMAS HELLEDAYS STIFTELSE FOR MEDICINSK FORSKNING,85118
INTERNATIONAL NUTRITION RESEARCH COMPANY,50633
DEC International NZ Limited,50633
Beta-O2 Technologies Ltd.,67224
RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,52031
HANGZHOU HUADONG MEDICINE GROUP BIOPHARMACEUTICAL CO. LTD,72823
JAPAN TOBACCO INC.,87130
"SICHUAN HAISCO PHARMACEUTICAL CO., LTD.",87215
The University of Dundee,60215
"HANGZHOU GUANYU BIO-MEDICAL CO., LTD.",72823
"Shanghai Junshi Biosciences Co., Ltd.",73557
Allegheny Singer Research Institute,57799
GALDERMA RESEARCH & DEVELOPMENT,00299
"SUMITOMO CHEMICAL COMPANY, LIMITED",63402
Korea University Research and Business Foundation,73391
NATIONAL CEREBRAL AND CARDIOVASCULAR CENTER,82076
"SANTEN PHARMACEUTICAL CO., LTD.",65086
Shanghai Institutes for Biological Sciences Chinese Academy of Sciences,73557
Momotaro-Gene Inc.,83385
NATIONAL UNIVERSITY CORPORATION OKAYAMA UNIVERSITY,82076
University of Cincinnati,60215
"INNOVENT BIOLOGIS, INC.",70335
"NGM Biopharmaceuticals, Inc.",82950
NC MEDICAL RESEARCH INC.,62137
Cook Biotech Incorporated,62046
Powder Pharmaceuticals Incorporated,61388
University of Kentucky Research Foundation,60215
University of Utah,60215
"Shanghai Allist Pharmaceuticals Co., Ltd.",73557
Merck Canada Inc.,00006
"GUANGZHOU BERYL THERAPEUTICS, INC",84148
EAST CHINA NORMAL UNIVERSITY,72808
The University of Nottingham,60215
The United States of America as Represented by the Secretary Department of Health and Human Services (NIH),58733
ZHEJIANG UNIVERSITY,70412
Astellas Institute for Regenerative Medicine,00469
FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,18124
SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,84831
CLINUVEL PHARMACEUTICALS LIMITED,73372
Albert Einstein College of Medicine,83002
Wayne State University,72714
Life Sciences Research Partners VZW,84890
"NANJING SANHOME PHARMACEUTICAL CO., LTD.",87125
"JIANGSU AOSAIKANG PHARMACEUTICAL CO., LTD.",77573
NATIONAL UNIVERSITY CORPORATION KOCHI UNIVERSITY,82076
Roche Innovation Center Copenhagen A/S,00140
"National University of Ireland, Galway",82076
"Try This First, Inc.",71278
"Boston Scientific Scimed, Inc.",72628
"Bio-Pharm Solutions Co., Ltd.",77039
PHOENIX MOLECULAR DESIGNS,60913
"The Henry M. Jackson Foundation for the Advancement of Military Medicines, Inc.",00404
"Advanced BioScience Laboratories, Inc.",69488
The University of Mississippi Medical Center,60215
National Research Council of Canada,82076
FFE Therapeutics LLC,79952
Oxford BioTherapeutics Ltd,69584
Research Development Foundation,52654
Strides Shasun Limited,42543
"Institute of Nuclear Energy Research, Atomic Energy Council, Executive Yuan, R.O.C.",55330
"Physician's Seal, LLC",78709
KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,57955
PGI Drug Discovery LLC,70985
Acacia Pharma Limited,71390
Navinta III Inc,68475
"SHANGHAI HAIYAN PHARMACEUTICAL TECHNOLOGY CO., LTD.",73557
CHANG GUNG BIOTECHNOLOGY CORP.,43337
INNOVATIVE HERBAL PRODUCTS (AUST) PTY LTD,57362
The University of Hong Kong,60215
University of Cape Town,60215
University of Copenhagen,60215
Providence Health System—Oregon,60379
OWEN-BARRY PHARMACEUTICALS INC.,59958
INTEGRATIVE RESEARCH LABORATORIES,85306
SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,57993
"University of Louisville Research Foundation, Inc.",60215
Mylan Laboratories Limited,00378
"CHONGQING FOCHON PHARMACEUTICAL CO., LTD.",85751
RESEARCH TRIANGLE INSTITUTE,52654
"CHONGQING PHARMACEUTICAL RESEARCH INSTITUTE CO., LTD",85751
BGI SHENZHEN,84449
"International AIDS Vaccine Initiative, Inc.",50633
"OTSUKA PHARMACEUTICAL FACTORY, INC.",59148
Nanyang Technologies University,84972
Laboratoires Expanscience,62169
Mississippi State University,51996
"The Brigham and Womens's Hospital, Inc.",24450
NATIONAL UNIVERSITY CORPORATION NAGOYA INSTITUTE OF TECHNOLOGY,82076
Synthon Biopharmaceuticals B.V.,63672
"UWM Research Foundation, Inc.",52654
Tetra Discovery Partners,49406
"BEIJING PEKING UNIVERSITY WBL BIOTECH CO., LTD.",71073
SHENZHEN IN VIVO BIOMEDICINE TECHNOLOGY LIMITED COMPANY,84449
University of Zurich,60215
Fusion Pharmaceuticals Inc.,78041
"International Institute of Cancer Immunology, Inc.",50633
PIRAMAL ENTERPRISES LIMITED,66794
"Nanjing Luye Pharmaceutical Co., Ltd.",87125
"GUANGDONG ZHONGSHENG PHARMACEUTICAL CO., LTD",85279
ZHEJIANG DTRM BIOPHARMA CO. LTD.,70412
WATER-JEL EUROPE LLP,59898
KOREA INSTITUTE OF ORIENTAL MEDICINE,73391
AUTOLUS LIMITED,83047
ASCENDIS PHARMA ENDOCRINOLOGY DIVISION A/S,73362
"VLP Therapeutics, Inc.",79952
"Rafael Pharmaceuticals, Inc.",87169
OCTAPHARMA AG,68982
NATIONAL DEFENSE MEDICAL CENTER,82076
Biocompatibles UK Limited,60635
M.A. Med Alliance SA,72238
"Innovative Surface Technologies, Inc.",57362
"Cole Research & Design, LLC",53952
SNU R&DB FOUNDATION,85739
DRUG DISCOVERY RESEARCH CENTRE,70985
"Shanghai Yingli Pharmaceutical Co., Ltd.",73557
United Kingdom Research and Innovation,58733
"CHANGZHOU YINSHENG PHARMACEUTICAL CO., LTD.",59050
Sichuan University,87215
Patheon API Services Inc.,63552
Shenzhen Salubris Pharmaceuticals Co. Ltd.,84449
"SK BIOPHARMACEUTICALS CO., LTD.",82950
University of Tasmania,60215
DAIICHI SANKYO EUROPE GMBH,65597
THE TRUSTEES OF DARTMOUTH COLLEGE,40098
National Jewish Health,82076
Institute of Strength Physics and Materials Science of Siberian Branch Russian Academy of Sciences (ISPMS SB RAS),55330
National Research Tomsk Polytechnic University (TPU),82076
MURRAY AND POOLE ENTERPRISES LTD,55873
"NIPPON SUISAN KAISHA, LTD",24509
Jazz Pharmaceuticals International III Limited,68727
"University of Central Florida Research Foundation, Inc.",60215
"Arcutis, Inc.",80610
ZHEJIANG BOSSAN PHARMACEUTICAL CO. LTD.,70412
Temple Therapeutics BV,71018
National Taiwan University,82076
Merz Pharma GmbH & Co. KGaA,00259
The United States of America as represented by the Secretary of the Navy,58733
The United States of America as represented by the Sec. of the Army,58733
"Dow Pharmaceutical Sciences, Inc.",62211
"Athenex, Inc.",70860
BEIJING SCITECH-MQ PHARMACEUTICALS LIMITED,71073
"AKESO BIOMEDICAL, INC.",83654
ALS Therapy Development Institute,71061
The University of Birmingham,60215
"Integrated DNA Technologies, Inc.",73141
ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE,68791
"Johnson & Johnson Surgical Vision, Inc.",84539
TECHNOLOGIES KHLOROS INC.,80324
NATIONAL INSTITUTE OF HEALTH AND MEDICAL RESEARCH,82076
Brigham Young University,24450
TEXAS BIOMEDICAL RESEARCH INSTITUTE,85811
BELLUS HEALTH COUGH INC.,71888
ACERUS BIOPHARMA INC.,42667
"NIPPON CHEMICAL INDUSTRIAL CO., LTD.",24509
UNIVERSITY OF SANTIAGO DE COMPOSTELA,60215
"Delta-Fly Pharma, Inc.",66353
OptiNose AS,71143
VIIV HEALTHCARE UK LIMITED,49702
Glenmark Pharmaceuticals S.A.,68462
"Shanghai Institutes for Biological Sciences, CAS",73557
"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",55330
Seqirus UK Limited,70461
"ICB INTERNATIONAL, INC.",50633
NANJING SINOGEN BIOTECH & PHARMACEUTICAL INC.,87125
LES LABORATOIRES SERVIER,62169
The University of Pécs (Pécsi Tudományegyetem),60215
Actelion Pharmaceuticals Ltd,66215
L-NUTRA INC.,47219
"Augusta University Research Institute, Inc.",55858
"Arizona Board of Regents on Behalf of the University of Arizona, a body corporate",61973
"HAINAN MEIHETAI BIOTECHNOLOGY CO., LTD.",14335
NATIONAL PINGTUNG UNIVERSITY OF SCIENCE & TECHNOLOGY,82076
TONIX PHARMA LIMITED,70792
Mylan Pharmaceuticals ULC,00378
"NOBELPHARMA CO., LTD.",73683
LEAD PHARMA HOLDING B.V.,62168
Purdue Pharmaceutical Products L.P.,59011
SANOFI PASTEUR LIMITED,00024
University of Ulster,60215
"Shanghai Biomabs Pharmaceuticals Co., Ltd.",73557
Amgen Fremont Inc.,55513
"APPLIED MATERIALS, INC.",81425
MARTIN'EX International Research and Development Centre,84999
Med-Life Discoveries LP,84890
Global BioLife Inc.,59448
Elixir Medical Corporation,84546
UNIVERSITY OF CANBERRA,60215
"BIO-K PLUS INTERNATIONAL, INC.",65464
Groupe Santé Devonian Inc.,69922
UTI Limited Partnership,69662
National Chung Cheng University,82076
Baxter International Inc.,00338
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,54528
"DONG-A SOCIO HOLDINGS CO., LTD.",73242
Active Biotech AB,70039
F-star Biotechnologische Forschungs- und Entwicklungsges M.B.H.,14141
MIE UNIVERSITY,60215
BLUE SKY VACCINES GMBH,22431
"Hill's Pet Nutrition, Inc.",28105
C7 SUGAR GMBH,73313
"Par Pharmaceutical, Inc.",62211
The Trustees of Princeton University,40098
"TEVA PHARMACEUTICAL INDUSTRIES, LTD.",68546
Leo Pharma A/S,50222
The John Hopkins University,61140
"Creative Bio-Peptides, Inc.",82660
Prime Bio-Drug Development Limited,72188
MOR RESEARCH APPLICATIONS LTD.,52654
Applied Molecular Transport Inc.,81425
"The United States of America, as represented by the Secretary, DHHS",58733
IMMUNOCORE LIMITED,80446
"LABORATORIOS LESVI, S.L.",72483
University of Washington through its Center for Commercialization,60215
"HANGZHOU DAC BIOTECH CO., LTD.",72823
University of Bonn,60215
LONDON HEALTH SCIENCES CENTRE RESEARCH INC.,80860
University of Strathclyde,60215
"National Institutes of Health, Office of Technology Transfer",82076
"New York Blood Center, Inc.",82355
ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE,53952
University of Hawaii,60215
"ALLERGAN SALES, LLC",00023
Astellas Pharma Europe Ltd.,00469
INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,42241
Thermo Fisher Scientific Inc.,54394
Laboratorio de Sintesis Organica de La Facultad...,65131
MSD R&D (China) Co. LTD,76305
THE UNIVERSITY OF BIRMINGHAM EDGBASTON,60215
"SHANGHAI TECHWELL BIOPHARMACEUTICAL CO., LTD.",73557
Development Center for Biotechnology,72908
"GALAXY BIOTECH, LLC",73354
Mallinckrodt Hospital Products IP Unlimited Company,63004
Horizon Pharma Rheumatology LLC,75987
"GO Therapeutics, Inc.",79952
NATIONAL TAIWAN UNIVERSITY HOSPITAL,82076
LEO Laboratories Limited,70188
PHOENIX EAGLE COMPANY PTY LTD,60913
University College Cork,60215
"CENTER LABORATORIES, INC.",82800
Emergent Virology LLC,64678
"Conopco, Inc.",64942
"WAVE LIFE SCIENCES JAPAN, INC.",80042
NATIONAL PUBLIC HEALTH INSTITUTE,82076
THE UNITED STATES GOVERNMENT AS REPRESENTED BY THE DEPARTMENT OF VETERNS AFFAIRS,58733
HORIZON ORPHAN LLC,75987
THE UNIVERSITY OF QUEENSLAND,60215
"Ethicon Endo-Surgery, Inc.",63713
“SCIENTIFIC CENTER OF ANTI-INFECTIOUS DRUGS” JOINT-STOCK COMPANY,69113
SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,69488
"NIPPON CHEMIPHAR CO., LTD.",24509
Altor Bioscience LLC,81481
IMAGINE—INSTITUT DES MALADIES GENETIQUES NECKER ENFANTS MALADES,85380
DRUG DELIVERY SOLUTIONS LIMITED,70985
GENERAL INCORPORATED ASSOCIATION TSUKUBA GLOBAL INNOVATION PROMOTION AGENCY,21220
WELL STONE CO.,66492
"Sichuan Gooddoctor Panxi Pharmaceutical Co., Ltd.",87215
"AB-BIOTICS, S.A.",55146
Science Corporation,84804
"Coherus BioSciences, Inc.",70114
"OPKO IRELAND GLOBAL HOLDINGS, LTD.",70301
LABORATOIRES URGO,62169
UNIVERSITY OF MISSOURI,60215
"Shanghai Pharmaceuticals Holding Co., Ltd.",73557
"Guangzhou Eggbio Co., Ltd.",84148
