firm,ndc_firm_id
TSS Biotech Inc.,81309
"Zhejiang Haisen Pharmaceutical Co., Ltd.",70412
"Beijing DFJX New Technology Co., Ltd.",71073
The United States of America represented by the Department of Veteran Affairs,58733
"Opko Ophthalmics, LLC",70301
Bayer CropScience N.V.,00026
Novartis Opthalmics AG,00078
ANNA UNIVERSITY,76446
KBC RESEARCH FOUNDATION PVT. LTD.,52654
Link Medicine Corporation,66908
OMM Scientific Inc.,69113
"Products Unlimited, Inc.",10018
University of Stirling,60215
"DMA International, Inc.",50633
PIRAMAL HEALTHCARE (CANADA) LTD.,66794
University of Sunderland,60215
"Shanghai Modern Pharmaceutical Co., Ltd.",73557
"Advanced Biotechnologies, LLC",69488
Piramal Healthcare Limited,66794
"TEV A Biopharmaceuticals USA, Inc.",82950
GLO BIOTECH,81309
"Advanced Photodynamic Technologies, Inc.",69488
Restoration of Appearance & Function Trust,82796
"Jiangsu Novavac Bio-Tec Co., Ltd.",77573
"Hainan Hdeton Science and Technology Co., Ltd.",14335
The University of the University of Dundee,60215
Wuhan Liyuanheng Pharmaceutical Technology Ltd.,72845
RAINBOW MEDICAL LTD.,69060
Sonia Pharma GmbH,85359
SWISS TROPICAL AND PUBLIC HEALTH INSTITUTE,60232
National Hospital Organization Kinki-chuo Chest Medical center,82076
"Zhejiang Huayi Pharmaceutical Co., Ltd.",70412
RELIABLE BIOPHARMACEUTICAL CORPORATION,69618
"Biotech, Inc.",81309
Fresno California State University,11564
University of the Witwatersrand,60215
United Technologies UT AG,58733
Pfizer Vaccines LLC,00013
Micro-Dose Life Sciences LLC,83018
"JRW Technologies, LLC",80324
Korea Institute of Bioscience and Biotechnology,73391
Bio-Active Export Pty. Ltd.,70039
"Shanghai Huatuo Medical Science Co., Ltd.",73557
National Institute of Radiological Sciences,82076
Beijing Tang-An Nutrition & Healthcare Products Co. Ltd.,71073
"University of Washington through its Center for Commercialization, a Public Institution of Higher Education",60215
"Shanghai Desano Pharmaceutical Co., Ltd.",73557
"MacroGenics West, Inc.",74527
"Analgesic Neuropharmaceuticals, LLC",52085
"Celgene Avilomics Research, Inc.",59572
Northern Arizona University,82716
"The United States of America, as represented by the Secretary of the Army, on behalf of the Walter Reed Army Institute of Research",58733
"FRS Group, LLC",49687
SAINT-GOBAIN ADFORS,72784
Health Ricerca e Sviluppo S.R.L.,84992
Forest Research Institute Malaysia,81609
"LCS Group, LLC",49687
"Nou Life Sciences, Inc.",84890
Institute of Biochemistry and Biophysics—Polish Academy of Sciences,55330
"Royal Holloway and Bedford New College, University of London",68791
Trustees of Dartmouth,40098
"American Symbolic, LLC",58701
HETERO RESEARCH FOUNDATION,68554
Zhejiang Adamerck Biopharmlabs Inc.,70412
"Zhejiang Yongning Pharma Co., Ltd.",70412
Vaccine Research International PLC,63361
Dermacare Neuroscience Institute,85728
Validus Genetics,30698
"Topical Sinus Therapeutics, Inc.",61500
"VET THERAPEUTICS, INC.",79952
"Young Pharmaceuticals, Inc.",00273
A.G.V. PRODUCTS CORP.,10018
SRM UNIVERSITY,60215
"The United States of America as represented by the Secretary of the Department of Health and Human Services, National Institute of Health, Office of Technology Tansfer",58733
"Shanghai Sine Pharmaceutical Laboratories Co., Ltd.",73557
The United States of America as represented by the Secretary of the Department of Human Services,58733
Medical Research and Infrastructure Fund of Tel-Aviv Sourasky Medical Center,62137
Natural Environment Research Council,84181
"OXYGEN BIOTHERAPEUTICS, INC.",69995
"Beijing Dongsheng Agricultural Technology Development (Group) Co., Ltd.",71073
Shanghai Bajiayi Pharmaceutical Science and Technology Co. Ltd.,73557
"Nanjing Changao Pharmaceutical Science & Technology Co., Limited",87125
"Laboratorios Dermatologicos Darier, S.A. DE C.V.",72483
Piramal Enterprises Limited and Apparao Satyam,66794
"Medi Beacon Development, LLC",66345
Vertex Closed Joint Stock Company,51167
"NIPPON SHIKA YAKUHIN CO., LTD.",24509
"NANJING SEN NAN BIOTECHNOLOGY RESEARCH CO., LTD.",87125
"Eisai R&D Co., Ltd.",62856
"TG Biotech Co., Ltd.",81309
The Procter & Gamble Company and Alimentary Health Limited,58933
UNIVERSITY OF WINDSOR,60215
SHS International,50633
"Institute of Basic Medical Sciences, Academy of Military Medical Sciences",55330
JON Pty Limited,69662
"Angels' Share Innovations, LLC.",79052
Lead Pharma Drug Development IP B.V.,62168
"Medcara, L.L.C.",82406
"Creative Medical Health, LLC",82660
"Endo Pharmaceuticals Colorado, Inc.",00254
"FORWARD ELECTRONICS CO., LTD.",83850
United Cancer Research Institute,58733
"Pangea Biotech, S.A.",81279
CENTRAL SOUTH UNIVERSITY,85674
University Corporation Nagoya University,60215
The University of Hong Kong & Versitech Limited,60215
"Re Community Energy, LLC",57837
"University of Wales, Aberstwyth",60215
Maco Parma,14498
PAD Pharma Limited,69662
Summit (Wales) Limited,43674
Advanced Accelerator Applications SA,69488
EAT LITTLE INC.,72559
"North Texas Health Sciences Center, University of",42887
P2 science Aps,84804
"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPT. OF HEALTH AND HUMAN SERVICES OFFICE OF TECHNOLOGY TRANSFER, NATIONAL INSTITUTES OF HEALTH",58733
Chengdu Di'Ao Jiuhong Pharmaceutical Factory,82432
"Takeda California, Inc.",00944
"CH Scientific, LLC",69113
"Alcon Pharmaceuticals, Ltd.",00065
University of Milan,60215
Smart Targeting Limited,70936
NEWPORT LABORATORIES,84697
Dong-Eui Educational Foundation,73242
Beta Pharma Canada Inc.,67224
"JAPAN STENT TECHNOLOGY CO., LTD.",87130
"JBS UNITED, INC.",58733
"J&E Solutions, LLC",79739
"Applied Pharmacy Services, Inc.",81425
"Shanghai Targetdrug Co., Ltd.",73557
Teva Sante,68546
MEDICAL RESEARCH COUNCIL TECHNOLOGY,62137
The Feinstein for Medical Research,13267
"THE UNITED STATES OF AMERICA, REPRESENTED BY THE SECRETARY, DEPT. HEALTH & HUMAN SERVICES",58733
"YI CHANG HSIANG INDUSTRIAL CO., LTD.",43337
DSM Food Specialties USA Inc.,56131
Hydrox Holdings Limited,10565
Beijing Shiqiao Biopharm Co. Ltd.,71073
Beijing Jiashilianbo Pharm Sci & Tech Co. Ltd.,71073
"Takeda Vaccines (Montana), Inc.",00944
RG BioPHARMA LLC,61476
Empire Technology Development LLC,85602
The United States of America as Represented by the Dept. of Veterans Affairs,58733
"Lux Biosciences, Inc.",83100
BIO PRODUCTS LABORATORY LIMITED,10018
"Biocare Co., Ltd.",85522
The State of Oregon Acting by and through the State Board of Higher Education on Behalf of the University of Oregon,62481
GMA Technologies LLC,80324
Consumer Products Corp.,11344
The University of MD Anderson Cancer Center,60215
Biogen Technologies,59627
"Arizona Board of Regents, a Body Corporate acting for and on behalf of Arizona State University",61973
The Albert B. Sabin Vaccine Institute,83002
A. M. Todd Company,45341
Management and Holdings—Ardom,83591
"NTF Therapeutics, Inc.",79952
"UNIVERSITY OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH, JAPAN",60215
"TAO HEALTH LIFE PHARMA CO., LTD.",84992
Bayer New Zealand Limited (17012),00026
Takeda Pharma A/S,00944
"J.S. Technology Co., Ltd.",73927
"Taizhou Fudan-Zhangjiang Pharmaceutical Co., Ltd.",71310
Miami University,85376
"HEK Development, LLC",72908
"KEY MEDICAL TECHNOLOGIES, INC.",62137
IS Pharmaceuticals Limited,69662
BioActive Polymers AB,43857
New Medical Enzymes AG,62137
Jiangsu Longliqi Bioscience Co. Ltd.,77573
"Nox Technologies, Inc.",80324
Estee Lauder Coordination Center N.V.,11559
Pharma IP General Incorporated Association,21220
"Shanghai Zerun-Ankegens Biopharmaceutical Company, Ltd.",73557
NATURES REMEDIES LTD,73382
"Stealth Peptides International, Inc.",72507
RB PHARMACEUTICALS LIMITED,69662
NATIONAL CENTER FOR BIOLOGICAL SCIENCES,82076
"Slo-Iron, LLC",74375
Florida A&M University Board of Trustees,73060
The University of Western Austrailia,60215
Simply Thick LLC,83302
The UAB Foundation,85739
"University of Delhi, Department of Chemistry",60215
"Indian Institute of Science, Molecular Biophysics Unit",60980
National Brain Research Centre,82076
KOREA INSTITUTE OF CERAMIC ENGINEERING AND TECHNOLOGY,73391
NATIONAL RESEARCH COUNCIL OF THAILAND,82076
Wayne State University Board of Governors,72714
"Orient Pharma (Samoa) Co., Ltd",76333
JD Invest,84828
Bayer IP GmbH,00026
"Guangzhou Yunyuan Biotech Co., Ltd.",84148
CXR Biosciences Limited,83100
Vermont Italia SRL,69845
"Dalian Fusheng Natural Medicine Development Co., Ltd.",50685
"Quantum Immunologics, Inc.",70084
"Farmasierra Manufacturing, S.L.",73591
Temple University School of Medicine,71018
The University of North Carolina at Chapel Hikll,60215
"Creative Specialty Products, LLC",82660
"UGP Therapeutics, Inc.",79952
"Max International, LLC",50633
"Hainan Hualon Pharmaceutical Co., Ltd.",14335
AstraZeneca SB,00186
"James Madison Innovations, Inc.",46414
"SYNERGY BIOMEDICAL, LLC",83279
Southern Connecticut State University,61567
"Jiangsu Chiatei Tianqing Pharmaceutical Co., LTd",77573
Cambridge Cancer Diagnostics Limited,52422
Georgia Regents University,54622
The Research Foundation of State University of New York at Albany University,52654
"Shanghai Institute of Materia Medica, CAS",73557
"Changzhou Hi-Tech District Multiple Dimension Industry Technology Institute Co., Ltd.",59050
Guangzhou Zhongwei Biotechnology Ltd.,84148
"National Oilwell Varco, L.P.",82076
"Beijing Amsino Medical Co., Ltd.",71073
"Bioactive Surgical, Inc.",43857
"Guangzhou Konzern Pharmaceutical Co., Ltd.",84148
Marc-Henry Pitty,68998
Indian Institute of Chemical Technology,60980
PMX Industries Inc.,85954
"Qingdao Continent Pharmaceutical Co., Ltd.",70247
Biocon Limited & Centro de Immunologia Molecular,70377
Agricultural Research Institute,83933
Bio-Technology General (Israel) Ltd.,73927
Healing Skin LLC,61077
Premier Research Labs LLC,56104
Far Eastern New Century Corporation,68915
Bjo-Biomed Ltd,69250
Cephalon Australia (VIC) Pty Ltd,63459
CENTRAL IOWA HEALTH SYSTEM,85674
The United of America as represented by the Secretary of the Department of Health and Human Services,58733
HEALTH ONVECTOR INC,84992
Florida Gulf Coast University,73060
"Celltrion Pharm, Inc.",72606
Celltrion Chemical Research Institute,72606
UNIVERSITY OF CALCUTTA,60215
University of Washington Center for Commercialization,60215
Merck Serona SA,00006
"Dermazone Solutions, Inc.",58466
RUBICON RESEARCH PRIVATE LIMITED,85612
Thermo Fisher Scientific Biosciences Inc.,54394
"Precision Dermatology, Inc.",68094
Golden Pearl Investment LLC,87037
"VBI Technologies, L.L.C.",80324
University of Lleida,60215
University of Pierre and Marie Curie (Paris 6),60215
E.S.L.I. Limited,69662
Group One Limited,49687
Indiana Nanotech,10578
"Alternative Gene Expression, S.L.",53163
Chongqing Fagen Biomedical Inc.,85751
Maine Institute of Human Genetics and Health,51887
The United States of America as represented by the Secretary of the Development of Health and Human Services,58733
"Epic Wound Care, Inc.",42806
University of Bath of Claverton Down,60215
"NEW WORLD PHARMACEUTICALS, LLC",73442
"ASIA-PACIFIC BIOTECH DEVELOPING, INC.",83645
Gilead Pharmassel LLC,55135
"Swiss-American Products, Inc.",60232
Life Science Investments Ltd,84890
Hubei University of Technology,82996
Almirall Hermal GmbH,16110
"Natura Therapeutics, Inc.",63730
"Shenzhen Neptunus Pharmaceutical Co., Ltd.",84449
“Ivy Pharm” LLC,77039
WEST CORPORATION,65008
"International Partnership for Microbicides, Inc.",50633
"UNIVERSAL BIO RESEARCH CO., LTD.",69546
"Georgia Regents Research Institute, Inc.",54622
"INTEGRATED DIAGNOSTICS, INC.",73141
ABLE CORPORATION,13733
"Visions Marketing Group, Inc.",87251
Shenzhen Phlora Biotechnology Limited,84449
"Nanjing Cavendish Bio-Engineering Tech. Co., LTD.",87125
VM Therapeutics LLC.,79952
"Chongqing Jiachen Bioengineering Co., Ltd.",85751
"Institute of Immunology, PLA",55330
King Saud University Liver Disease,57955
"Alternative Gene Expression, S.L. (Algenex)",53163
Premium Ocular Solutions LLC.,82985
"FIRST PRINCIPLES, INC.",53117
"Soy Labs, LLC",54288
Tiger Pharmatech,69484
TIANJIN SINOBIOTECH LTD.,33217
"The United States of America, as represented by the Secretary, Department of Health and Humand Services",58733
North Texas Medical Associates,42887
H R D Corporation,37808
"CSPC NBP Pharmaceutical Co., Ltd.",24075
Institute for Hepatitis and Virus Research,55330
University of the Pacific,60215
"Beijing Dingguochangsheng Biotech., Co., Ltd.",71073
"CMI Research Management, LLC",52654
"Beijing Yiling Bioengineering Co., Ltd.",71073
CTX Life Sciences Pvt. Ltd.,84890
"The United States of America, as represented by the Secretary, Department of Health and Human Serives",58733
"Jiangsu Hengyi Pharmaceutical Co., Ltd.",77573
"Hebei Yiling Medicine Research Institute Co., Ltd.",77678
NATIONAL UNIVERSITY CORPORATION ASAHIKAWA MEDICAL MEDICAL,82076
Mylan Specialty L.P.,00378
Janssen Research & Development Ireland,50458
"Orphan Disease Treatment Institute Co., Ltd.",84381
University of Plymouth,60215
"PLS Technologies, Inc.",80324
2QR Research B.V.,52654
Prevention L.L.C.,69951
The United States of America as represented by Department of Veterens Affairs,58733
"TNI Biotech, Inc.",81309
"Cambridge Polymer Group, Inc.",52422
JB Therapeutics Inc.,79952
HERO GMBH,73381
"Wuxi MTLH Biotechnology Co., Ltd.",65050
"API Genesis, LLC",52481
Zhejiang Shapuaisi Pharmacy Ltd.,70412
VIRUS IKAGAKU KENKYUSHO INC.,74707
VM Institute of Research,55330
Maco Pharma,14498
"Brooks Kelly Research, LLC",81962
"TIMING PHARMACEUTICAL CO., LTD.",71918
"The United States of America, as represented by the Secretary, Department of Health and Human Services (Hereinafter the Government) Office of Technology Transfer, National Institutes of Health",58733
"UAB Research Foundation, University of Alabama—Birmingham",52654
"Korea Bone Bank Co., Ltd.",73391
"Guilin Sanjin Pharmaceuticals Co., Ltd.",68007
"The United States of America, as represented by the Secretary of the Army, U.S.A.",58733
"Teva Animal Health, Inc.",68546
"On Demand Therapeutics, Inc.",73474
"Japan Royal Jelly Co., Ltd.",87130
Target Heart Biotec S.R.L.,81052
University of Seoul Foundation of Industrial and Academic Cooperation,60215
"Shanghai Parling Pharma-Tech. Co., Ltd.",73557
"Wild Valencia, S.A.",30807
"JIANGSU T-MAB BIOPHARMA CO., LTD",77573
"Moderna Therapeutics, Inc.",80777
UNIVERSITY OF CENTRAL OKLAHOMA,60215
Nanjing Medical University Affiliated Brain Hospital,87125
Personal Products Company,83326
W. Health L.P.,84992
"SOUTHEASTERN MEDICAL TECHNOLOGIES, LLC",71908
Yiwu Jiangr Bio-Technology HK Corp.,69139
Prime Interaction Holdings Limited,72188
Florida Memorial University,73060
ST. JOHN'S UNIVERSITY,61140
"Terumo BCT Biotechnologies, LLC",53877
"GENESIS RESEARCH INSTITUTE, INC.",52481
University Of Kwazulu-Natal,60215
AMP-THERAPEUTICS GMBH,79952
"Shanghai Ecust Biomedicine Co., Ltd.",73557
Zhejiang Wild Wind Pharmaceutical Co. Ltd.,70412
Global Life Science Partners Limited,59448
Aeon Medix Inc.,85497
"Back Bay Scientific, LLC",85536
"Tianjin Weijie Technology Co., Ltd.",33217
Japan Institute of Leather Research,87130
DEB IP LIMITED,69662
"Chongqing Zhaokanglihui Meditech Co., Ltd.",85751
"Chongqing Qingyang Pharmaceutical Co., Ltd.",85751
HCB Happy Child Birth Holding AG,73964
Albert Einstein School of Medicine of Yeshiva University,83002
"The United States of America as repr. by the Sec. of the Army, U.S. Army Med. Resr. Inst. of Chem. Defense",58733
Nanyang Polytechnic,84972
"Wuxi Hongrui Bio-Pharma-Tech Co., Ltd.",65050
"PCB Associates, Inc.",82620
Maine Medical Center,51887
Asia Hepato Gene Co.,83645
San Diego Regenerative Medicine Institute,85217
"Jiangsu Shen ER Yang High Technology Co., Ltd.",77573
Abbvie Bahamas Ltd.,00032
University Hospital Ostrava,60215
"Merck Sharp & Dohme Corp. and Canji, Inc.",00006
"Innovative Biosensors, Inc.",57362
Aché International (BVI) Ltd.,50633
"Sigma-Tau Rare Diseases, S.A.",84831
WOCKHARDT RESEARCH CENTRE,64679
Emergent Product Development GmbH,64678
"Sen Capital, LLC.",29978
"Food Technologies International, LLC",56131
BAUSCH & LOMB PHARMA HOLDINGS CORP.,00187
PROCAPS SAS,76864
FL Therapeutics LLC,79952
Japan Poliomyelitis Research Institute,87130
"EVEREST BIOSCIENCES, INC.",83098
SMS Pharmaceuticals Limited,69662
"The Kingdom of The Netherlands, Represented by The Mininster of Health, Welfare and Sport, on Behalf of The Minster The National Institute of Public Health and The Environment",42627
"CHL Industries, LLC",85954
EMERALD FISHERIES AS,82670
NATURAL FIBERS CORPORATION,84181
EASTERN MICHIGAN UNIVERSITY,68915
"Gold Nanotech, Inc.",84714
"Beijing Diacrid Medical Technology Co., Ltd",71073
"Meridian Laboratories, Inc.",50402
Vaccine Technology Limited,63361
United States of America as represented by the Department of Health and Human Resources NIH,58733
GH CARE INC.,20394
Research Center Borstel,52654
"Sea Run Holdings, Inc.",58048
The Nice Sophia Antipolis University,44385
Sigma-Aldvich Co. LLC,84831
Emergent BioSolutions Inc.,64678
"Opko IP Holdings II, Inc.",70301
Comercializadora S. Car. Borr S.A. de C.V.,85925
"Joyce Labs, LLC",85632
BG HOLDINGS LLC,58048
The United States of America National Institute of Health (NIH),58733
The United States of America Dept. of Health and Human Services (DHHS),58733
University of South Florida (A Florida Non-Profit Corporation),60215
The State of Oregon Acting by and Through the State Boad of Higher Education on Behalf of Oregon State University,62481
"Qingdao Qiyuan Bio-Technologies Co., Ltd.",70247
"Shanghai Sun-Sail Pharmaceutical Science & Technology Co., Ltd.",73557
"Sanofi-Topaz, Inc.",00024
Critical Pharmaceuticals Limited,44567
"Shanghai Zerun Biotechnology Co., Ltd.",73557
Hebei Medical University,77678
"DC Labs, Inc.",54288
"INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY, CHINESE ACADEMY OF SCIENCES",55330
Natura Corporation,63730
"Shandong Xiansheng Maidejin Biological Pharmaceutical Co., Ltd.",82061
TAKEDA NYCOMED AS,00944
Robinson Squidgel Ltd,66487
"GE Healthcare Dharmacon, Inc.",71093
KOREA OCEAN RESEARCH & DEVELOPMENT INSTITUTE,73391
China Synthetic Rubber Corporation,76305
Biogen Idec Hemophilia Inc.,59627
Coastal Biologic Solutions,42582
Nad Life Pty Ltd,84890
University of Georgia,60215
"Institute of Oceanology, Chinese Academy of Sciences",55330
"TK HOLDINGS, LLC",58048
Roche MTM Laboratories AG,00140
"Fresenius Medical Care Holdings, Inc.",18124
"CHONGQING ZEIN PHARMACEUTICAL CO., LTD",85751
"Wuhan Shengyun Biopharma Co., Ltd.",72845
"Star Biologics, Inc.",14141
"Ningbo Puai Bioengineering Co., Ltd.",47993
Georgia-Pacific Wood Products LLC,54622
HQ SPECIALTY PHARMA CORPORATION,84228
TIANJIN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,33217
NORDIC BIOSCIENCE A/S,69918
Rainbow Pharmaceutical SA,69060
Ferring International SA,55566
HSO Health Care GmbH,84992
"The United States of America as represented by the Secretary of the Department of Health and Human Services, Centers for Disease Control",58733
"Vita-Herb Nutriceuticals, Inc.",84834
LABORATORIOS SENOSIAIN S.A. DE C.V.,72483
"Biological Responsibility, LLC",83538
Crest Foam Industries,84713
"ELEVEN BIOTHERAPEUTICS, INC.",10202
UNIVERSITY OF SALFORD,60215
"TOPICAL REMEDY, LLC",61500
"The Henry M. Jackson Foundation of the Advancement of Military Medicine, Inc.",00404
THE UNIVERSITY OF TEXAS AT EL PASO,60215
Zhejiang Jianfeng Pharmaceutical Holdings,70412
Wild Child,30807
"HAINAN LINGKANG PHARMACEUTICAL CO., LTD",14335
"NE Health Laboratory Co., Ltd.",84992
"Advanced Extravascular Systems, Inc.",69488
"Biomed Realty, L.P.",69250
Smith & Nephew (Overseas) Limited,11043
Japan Breast Cancer Research Group,87130
HAIR SCIENCE INSTITUTE,83454
"REGENERATIVE SCIENCES, LLC",82305
"Boehringer Ingleheim Vetmedica, Inc.",00597
Pierre Babre Medicament,64370
"ZHEJIANG JIUZHOU PHARMA SCIENCE & TECHNOLOGY CO., LTD.",70412
"True North Therapeutics, Inc.",85520
University of L'Aquila,60215
ULTRACEUTICALS R&D PTY LTD.,10028
"Intelligent Oncotherapeutics, Inc.",81632
"Mobius Otologics, LLC",49771
"MSD Consumer Care, Inc.",11344
Institute of Pharmacology and Toxicology Medical Sciences P.L.A. China,55330
"Nan Jing Cavendish Bio-Engineering Technology Co., Ltd.",83170
University of Glasgow,60215
The Arizona Board of Regents for an on Behalf of Arizona State University,61973
Beijing Wonner Biotech. Ltd. Co.,71073
"Tetra, SIA",49406
The University of Montpellier 2 Science and Techniques,60215
"ACP JAPAN CO., LTD.",87130
"Dynamic Mouth Devices, L.L.C.",75638
JBS United Animal Health II LLC,58733
Forward Pharma A/S,83850
"Med-Genesis, LLC",52481
Medicine In Need Corporation,54155
"K-PAX Pharmaceuticals, Inc.",87034
EQ Ag Solutions,79739
National Institute of Allergy and Infectious Diseases (NIAID),82076
National Institute for Agricultural Research,82076
"Better Health Publishing, Inc.",21130
The United States of America represented by the Department of Vetran Affairs,58733
"Universal Technology Alliance, Inc.",69546
Guangzhou Municipal Zhongwei Biotechnology Limited Company,84148
Horizon Pharma AG,75987
"Dalian Haiyantang Biology Co., Ltd.",50685
"Beijing Medisan Technology Co., Ltd",71073
National Museum of Marine Biology & Aquarium,82076
National Taiwan University of Science and Technology,82076
ADM Alliance Nutrition,72238
Nanjing Yoko Biomedical R & D Ltd.,87125
"Nanjing Yoko Pharmaceutical Co., Ltd.",87125
"Nanjing Xingang Medical Co., Ltd.",87125
Premier Nutrition Corporation,56104
Biogen Idec International Neuroscience GmbH,59627
EUROPEAN KETOGENIC WEIGHT LOSS CLINIC LLC,85746
San Jose State University Research Foundation,85798
"Sichuan Vaccine Technology Co., Ltd.",87215
UNIVERSITY OF ZARAGOZA,60215
KSF Acquisition Corporation,71293
Northern Bristol N.H.S. Trust Frenchay Hospital,82716
Arrowhead Research Corporation,84141
Korea Health Industry Development Institute (KHIDI),73391
NANJING UNIVERSITY OF TECHNOLOGY,87125
"Sichuan Gooddoctor Pharmaceutical Group Co., Ltd.",87215
Nanjing Allgen Pharma Co. Ltd.,87125
"The Kingdom of The Netherlands, Represented by The Minister of Health, Welfare and Sport, On Behalf of The Minister, The National Institute of Public Health and The Environment",42627
Atlantic Cancer Research Institute,17856
"Beijing Prelude Pharm. SCI. & Tech. Co., Ltd.",71073
"NANJING LUYESIKE PHARMACEUTICAL CO., LTD.",87125
"Jiangsu Provincial Institute of Materia Medica Co., Ltd.",77573
TEVA GmbH,68546
Golden Pacific Bio Limited,87037
Lundbeck NA Ltd.,67386
Rise-N-Shine L.L.C.,84980
"Shanghai Tangrun Pharmaceuticals Co., Ltd.",73557
Air Water Inc.,59898
"Northwind Medical, Inc.",51655
"AMS Research, LLC",52654
Ascendis Pharma Inc.,73362
BRAEBURN PHARMACEUTICALS BVBA SPRL,58284
"Shanghai Yingli Science and Technology Co., Ltd",73557
"Shanghai ChemPartner Co., Ltd.",73557
Ocular Technologies Sarl,70382
OPKO LAB EUROPE SL,70301
CTI BIOPHARMA CORP.,61476
Institute of Pharmacology,55330
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,84999
"TBI Innovations, LLC",87187
Shanghai Research Center for Model Organisms,73557
"Shanghai Biomodel Organism Science & Technology Co., Ltd.",73557
"HEALTH-LOVE CO., LTD.",84992
United States Department of Agriculture,58733
Teva Hungary Ltd.,68546
Teva Hungary Pharmaceutical Marketing Private Limited Company,68546
"HANGZHOU BENSHENG PHARMACEUTICAL CO., LTD.",72823
"Phoenix Pharmalabs, Inc.",60913
The United States of America DBA The Department of Veterans Affairs,58733
University of Piemonte Orientale,60215
UNIVERSITY OF TORONTO,60215
Alkermes Science One Limited,65757
"Laboratorio Reig Jofre, S.A.",65131
"GP PHARM, S.A.",77039
Long Island University,81298
"Advanced Bio Development, Inc.",69488
"Hainan Weikang Pharmaceutical (Qianshan) Co., Ltd.",14335
Laboratories Inneov SNC,70188
Medical Adhesive Revolution GmbH,62137
Ben-Bar Technology 2006 Ltd.,73927
ADD ADVANCED DRUG DELIVERY TECHNOLOGIES LTD.,69488
"Altaire Pharmaceutical, Inc.",59390
"Ningbo Team Pharmaceutical Co., Ltd",47993
Pierre Gabre Medicament,64370
"TEI BIOSCIENCES, INC.",83100
Skin Evolution LLC,82657
"Institute of Materia Medica, Chinese Academy of Sciences",55330
"Mylan Technologies, Inc.",00378
Indiana State University,10578
"LP Pharmaceutical (Xiamen) Co., Ltd.",62211
"GENESIS CO., LTD.",52481
"FM Therapeutics Co., Ltd.",79952
LABORATOIRES CYCLOPHARMA,62169
"State of Israel, Ministry of Agriculture, Agricultural Research Organization",62481
"Beijing Shengyiyao Technology & Development Co., Ltd.",71073
"Tianjin Taipu Pharmaceutical Science & Technology Development Co., Ltd.",33217
"Capital, Business Y Gestion de Finanzas S.L.",29978
Northeast Forestry University,80136
"GI Innovations, PLLC",87187
"The United States of America, DBA The Department of Veteran Affairs",58733
VALNEVA,42515
"C Lab Pharma International, S.A.",50633
AGI Therapeutics Public Limited Company,79952
NOVARTIS TIERGESUNDHEIT AG,00078
"CLINICAL RESEARCH ASSOCIATES, LLC",65919
3E Therapeutics Corporation,79952
"NEW BELLUS ENTERPRISES CO., LTD.",71888
GlaxoSmithKline Consumer Healthcare GmbH and Co. KG,00173
"Chengdu Yunke Pharmaceutical Co., Ltd.",82432
The Research Foundation for Microbial Disease of Osaka University,52654
"Jiangsu Genecon Biotechnologies Co., Ltd.",77573
International IP Holdings LLC,50633
"The United States of America National Institutes of Health (NH), U.S. Dept. of Health and Human Services (DHHS)",58733
"COR.CON INTERNATIONAL, S.R.L.",50633
"Shanghai Haikang Pharmaceutical Tech. & Deve. Co., Ltd.",73557
AB7 INNOVATION,72104
"FUZHOU HARVESTER PHARMACEUTICAL R&D CO., LTD.",84952
INNOVATION ULSTER LIMITED,72104
"Inno Biosciences, S.p.A.",84988
University of Szeged,60215
Nanjing Effect Pharm Drug Development Corporation,87125
"TopMD, Inc.",69530
The Regents of the University of Colorado Denver,76326
"HETERO RESEARCH FOUNDATION, HETERO DRUGS LTD.",68554
"The United States of America, as represented by the Secretary Department of Health by Human Servies",58733
Becton Dickinson France,17271
MEDICAL BIOSCIENCES LLC,62137
"SHANGHAI ZHONGXI SUNVE PHARMACEUTICAL CO., LTD.",73557
University of Rhode Island Research Foundation,60215
MERZ GMBH & CO. KGAA,00259
"Beijing Orbiepharm Co., Ltd.",71073
"Nantong Biotechnology Park Development and Investment Co., Ltd.",43473
NATIONAL UNIVERSITY CORPORATION OBIHIRO UNIVERSITY OF AGRICULTURE AND VETERINARY MEDICINE,82076
"SSS ACQUISITION, LLC",71293
"Little Calumet Holdings, LLC",72559
"CHENGDU BAIYU TECHNOLOGY PHARMACY CO., LTD.",82432
MEDICAL RESEARCH COUNCIL OF SOUTH AFRICA,62137
"SCHOOL OF OPHTHALMOLOGY AND OPTOMETRY, WENZHOU MEDICAL COLLEGE",76123
"Zhejiang Charioteer Pharmaceutical Co., Ltd.",70412
"JIANGXI QINGFENG PHARMACEUTICAL RESEARCH CO., LTD.",83778
THE UNIVERSITY FOR SYSTEMS BIOLOGY,60215
National Institute of Technology,82076
"RISE TECHNOLOGY CO., LTD.",84980
"RBG Group, LTD.",49687
"Nanjing Molecular Research, Inc.",87125
"GUANGZHOU ORIGMOL FEED-ADDITIVE CO., LTD",84148
THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE ARMY ON BEHALF OF USAMRMC,58733
SBS Food Group LLC,56131
Tina Holding APS,84313
